Date, Time, Amount, Type, Description
2025-01-29,18:56:41,-7.49,Withdrawal,"B  Z INVESTMEN MESA, CA, US"
2025-01-29,16:23:35,2368.03,Deposit,MG6UNITED TECHNO DIRECT DEP
2025-01-29,14:08:26,352.00,Deposit,Zelle payment from PEGGY CORNWELL to Chad E Cornwell (Ally Spending Account XXXXXX5022)
2025-01-28,23:19:18,-5.00,Withdrawal,SUNVALLEYCOMMUNI WEBPAYMENT
2025-01-28,02:01:11,-89.00,Withdrawal,"CLASSPASS* MONTHLY 101 E Front St,  Suite MISSOULA, MT, US"
2025-01-27,10:36:39,-17.48,Withdrawal,"ALDI 79153 20229 ELLSWORTH RD QUEEN CREEK, AZ, US"
2025-01-26,15:11:43,12.13,Deposit,Internet transfer from Savings account XXXXXX5011
2025-01-26,10:32:22,-45.00,Withdrawal,"POLISH NAILS 1652 N HIGLEY RD #109 GLIBERT, AZ, US"
2025-01-25,18:38:10,-8.66,Withdrawal,"GOOGLE *YOUTUBEPREMIUM MOUNTAIN VIEW, CA, US"
2025-01-25,13:41:42,100.00,Deposit,Internet transfer from Savings account XXXXXX3244
2025-01-25,11:16:07,-100.00,Withdrawal,"SP SALTANDLIGHTTATTO 1989 W. Elliot Road CHANDLER, AZ, US"
2025-01-25,10:55:57,-6.00,Withdrawal,"SKYHARBORPARKINGTERM3 3400 E Sky Harbor Blvd PHOENIX, AZ, US"
2025-01-25,10:35:13,-4.19,Withdrawal,"MCDONALD'S F39726 9225 E CADENCE PKWY MESA, AZ, US"
2025-01-25,10:35:13,-59.00,Withdrawal,"BURN BOOT CAMP EAST ME 1118 N RECKER RD MESA, AZ, US"
2025-01-24,15:09:10,-53.28,Withdrawal,"ALBERTSONS #100 MESA, AZ, US"
2025-01-24,11:03:20,29.50,Deposit,Zelle payment from ASHLEIGH DRAPER to Elizabeth A Callis (Ally Spending Account XXXXXX5022)
2025-01-24,10:51:37,-37.26,Withdrawal,"PAPA JOHNS 3327 21803 S ELLSWORTH RD QUEEN CREEK, AZ, US"
2025-01-23,16:00:11,-4.09,Withdrawal,"SPEEDWAY 43049 7226 S ELLSWORTH RD MESA, AZ, US"
2025-01-23,11:05:00,-2.79,Withdrawal,"MCDONALD'S F35558 6324 S HIGHLEY RD GILBERT, AZ, US"
2025-01-22,16:00:13,-50.00,Withdrawal,Zelle payment from Chad E Cornwell (Ally Spending Account XXXXXX5022) to JANE  BURI
2025-01-22,14:50:52,-52.38,Withdrawal,"CVS/PHARM 01719--7587 Queen Creek, AZ, US"
2025-01-22,14:29:45,-25.79,Withdrawal,"MCDONALD'S F27481 4740 E QUEEN CREEK RD GILBERT, AZ, US"
2025-01-21,23:31:01,-60.00,Withdrawal,SRP ECHXPWR-S1
2025-01-21,21:14:31,242.75,Deposit,Internet transfer from Savings account XXXXXX3539
2025-01-21,20:48:14,-300.00,Withdrawal,"CVS STORE  #-V08 20 BANK   ST GRANBY, CT, US"
2025-01-21,20:44:56,352.00,Deposit,Zelle payment from Chad Cornwell to Chad E Cornwell (Ally Spending Account XXXXXX5022)
2025-01-21,13:49:19,-28.92,Withdrawal,"COSTCO WHSE #16 QUEEN CREEK, AZ, US"
2025-01-21,12:22:46,-25.61,Withdrawal,"TARGET T- 21398 S Ells Queen Creek, AZ, US"
2025-01-21,12:08:49,-3.59,Withdrawal,"CVS/PHARMACY #01719 01719--7587 South Power Queen Creek, AZ, US"
2025-01-21,07:32:31,100.00,Deposit,Overdraft Transfer from Savings Account XXXXXX5011
2025-01-21,07:32:31,-94.96,Withdrawal,"AFFIRM   PAY 7AVF34G0 SAN FRANCISCO, CA, US"
2025-01-20,23:23:51,0.05,Deposit,Interest Paid
2025-01-20,23:22:42,3.95,Deposit,ATM Fee Reimbursement
2025-01-20,08:49:40,-10.84,Withdrawal,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753, CA, US"
2025-01-20,08:45:14,-200.63,Withdrawal,"WALMART.COM 702 SW 8TH STREET MS100 WALMART.COM, AR, US"
2025-01-19,19:53:07,-24.31,Withdrawal,"FRYS #656 22265 E QUEE QUEEN CREEK, AZ, US"
2025-01-19,12:20:12,-30.32,Withdrawal,"POPEYES 12261 / 612 20623 E OCOTILLO RD QUEEN CREEK, AZ, US"
2025-01-19,10:36:52,-66.00,Withdrawal,"9575 GREAT CLIPS AT QU 21582 S ELLSWORTH LOOP QUEEN CREEK, AZ, US"
2025-01-19,10:24:56,-11.00,Withdrawal,"SUPERSTARCARWASH-ELLSW 7252 SOUTH ELLSWORTH RO MESA, AZ, US"
2025-01-18,20:06:34,-19.53,Withdrawal,"AMAZON.COM*ZG7X29932 AMAZON.COM SEATTLE, WA, US"
2025-01-18,19:43:19,-3.24,Withdrawal,"GOOGLE *GOOGLE ONE MOUNTAIN VIEW, CA, US"
2025-01-18,18:50:51,-72.77,Withdrawal,"COSTCO GAS #162 QUEEN CREEK, AZ, US"
2025-01-18,18:47:20,100.00,Deposit,Overdraft Transfer from Savings Account XXXXXX5011
2025-01-18,18:26:02,-6.83,Withdrawal,"AMAZON.COM*ZG3620CI0 AMAZON.COM SEATTLE, WA, US"
2025-01-18,16:17:53,-29.79,Withdrawal,"MCDONALD'S F25154 2540 W CHANDLER BLVD CHANDLER, AZ, US"
2025-01-18,12:57:21,-15.13,Withdrawal,"SPEEDWAY 43049 7226 S ELLSWORTH RD MESA, AZ, US"
2025-01-18,10:46:14,-12.42,Withdrawal,"MCDONALD'S F25154 2540 W CHANDLER BLVD CHANDLER, AZ, US"
2025-01-18,02:43:41,-13.36,Withdrawal,"Build-A-Bear - 1066 3111 W Chandler Blvd Chandler, AZ, US"
2025-01-17,19:33:47,-24.38,Withdrawal,"LITTLE CAESARS 3154-0032 21152 E RITTENHOUSE RD QUEEN CREEK, AZ, US"
2025-01-17,17:09:04,-70.19,Withdrawal,"SPEEDWAY 43049 7226 S ELLSWORTH RD MESA, AZ, US"
2025-01-17,13:00:40,-22.24,Withdrawal,"TST*MONROES HOT CHICKE 45 W Jefferson St Suite Phoenix, AZ, US"
2025-01-17,03:01:05,-9.54,Withdrawal,"SQ *FRULLATI CAFE AND 175 W Madison St Phoenix, AZ, US"
2025-01-17,02:18:59,-5.95,Withdrawal,"SpoiledChild Wellness 110 Greene St. New York, NY, US"
2025-01-16,21:05:47,-92.45,Withdrawal,"ALBERTSONS #100 MESA, AZ, US"
2025-01-16,18:12:15,-31.45,Withdrawal,"AMAZON.COM*Z500O9OH1 AMAZON.COM SEATTLE, WA, US"
2025-01-16,12:35:14,-7.00,Withdrawal,"CHEVRON 0202500 480 E DEUCE OF CLUBS SHOW LOW, AZ, US"
2025-01-16,01:43:20,-106.15,Withdrawal,"AMAZON.COM*ZG7YS4XV2 AMAZON.COM SEATTLE, WA, US"
2025-01-15,17:38:58,-25.00,Withdrawal,Zelle payment from Elizabeth A Callis (Ally Spending Account XXXXXX5022) to ASHLEIGH  DRAPER
2025-01-15,15:27:26,-39.34,Withdrawal,"MCDONALD'S F6045 225 WHITE MOUNTAIN ROAD SHOW LOW, AZ, US"
2025-01-15,15:07:21,-23.30,Withdrawal,"CIRCLE K 01217 500 N C SHOW LOW, AZ, US"
2025-01-15,15:01:25,-80.64,Withdrawal,"CIRCLE K 01217 500 N C SHOW LOW, AZ, US"
2025-01-15,12:58:00,-21.71,Withdrawal,"OPENAI *CHATGPT SUBSCR 548 Market StreetPMB 97 SAN FRANCISCO, CA, US"
2025-01-15,04:27:22,-176.37,Withdrawal,"CITIBANK, N.A. PAYMENT"
2025-01-14,14:18:36,-300.00,Withdrawal,Zelle payment from Chad E Cornwell (Ally Spending Account XXXXXX5022) to JANE  BURI
2025-01-14,14:17:58,-210.00,Withdrawal,Internet transfer to Savings account XXXXXX5011
2025-01-14,12:09:37,-12.21,Withdrawal,"MAVERIK #388 901 PENROD SHOW LOW, AZ, US"
2025-01-14,05:39:00,-5.00,Withdrawal,SUNVALLEYCOMMUNI WEBPAYMENT
2025-01-13,22:04:19,-16.00,Withdrawal,Zelle payment from Chad E Cornwell (Ally Spending Account XXXXXX5022) to ASHLEIGH  DRAPER
2025-01-13,17:50:14,-500.00,Withdrawal,Zelle payment from Chad E Cornwell (Ally Spending Account XXXXXX5022) to PEGGY  CORNWELL
2025-01-13,17:42:50,-210.00,Withdrawal,Internet transfer to Savings account XXXXXX5011
2025-01-13,17:33:59,-1.00,Withdrawal,Zelle payment from Chad E Cornwell (Ally Spending Account XXXXXX5022) to PEGGY  CORNWELL
2025-01-13,16:10:18,2368.03,Deposit,MG6UNITED TECHNO DIRECT DEP
2025-01-13,14:51:38,-32.08,Withdrawal,"SAFEWAY #1733 SHOW LOW, AZ, US"
2025-01-13,12:07:17,-11.57,Withdrawal,"SONIC DRIVE IN #1263 640 E DEUCE OF CLUBS SHOW LOW, AZ, US"
2025-01-13,08:32:21,-21.73,Withdrawal,"LEGENDS@ARIZONA FINANC 400 W WASHINGTON ST PHOENIX, AZ, US"
2025-01-13,02:45:11,-20.00,Withdrawal,VENMO PAYMENT
2025-01-12,19:15:47,-9.74,Withdrawal,"CIRCLE K 01846 311 E D SHOW LOW, AZ, US"
2025-01-12,13:01:41,-25.75,Withdrawal,"LAZ PARKING ECOMMERCE ONE FINANCIAL PLAZA, 14 HARTFORD, CT, US"
2025-01-12,12:50:24,27.37,Deposit,"WAL-MART #3833 1606 S SIGNAL BUTTE RD MESA, AZ, US"
2025-01-12,12:31:47,-20.93,Withdrawal,"SHELL OIL 12713275001 7215 S ELLSWORTH RD MESA, AZ, US"
2025-01-12,12:19:12,-3.24,Withdrawal,"SPEEDWAY 43049 7226 S ELLSWORTH RD MESA, AZ, US"
2025-01-12,03:11:14,-59.00,Withdrawal,"CLASSPASS* MONTHLY 101 E Front St,  Suite MISSOULA, MT, US"
2025-01-12,02:57:05,-99.84,Withdrawal,"WALMART.COM 8009256278 702 SW 8TH ST BENTONVILLE, AR, US"
2025-01-12,00:12:42,-52.08,Withdrawal,"SAFEWAY #1733 SHOW LOW, AZ, US"
2025-01-11,18:25:19,250.00,Deposit,Zelle payment from PEGGY CORNWELL to Chad E Cornwell (Ally Spending Account XXXXXX5022)
2025-01-11,18:03:27,-17.96,Withdrawal,"CVS/PHARM 01719--7587 Queen Creek, AZ, US"
2025-01-11,17:59:47,-102.06,Withdrawal,"CVS/PHARM 01719--7587 Queen Creek, AZ, US"
2025-01-11,17:34:21,-85.19,Withdrawal,"COSTCO GAS #162 QUEEN CREEK, AZ, US"
2025-01-11,15:22:46,-54.85,Withdrawal,"SPEEDWAY 43049 7226 S ELLSWORTH RD MESA, AZ, US"
2025-01-11,14:52:31,-85.36,Withdrawal,"WM SUPERCENTER #3833 Wal-Mart Super Center MESA, AZ, US"
2025-01-11,14:34:18,-37.42,Withdrawal,"AFFIRM   PAY 1KW5M37S SAN FRANCISCO, CA, US"
2025-01-11,11:38:34,351.00,Deposit,Zelle payment from Chad Cornwell to Chad E Cornwell (Ally Spending Account XXXXXX5022)
2025-01-10,14:54:17,-176.99,Withdrawal,"COSTCO WHSE #16 QUEEN CREEK, AZ, US"
2025-01-10,11:16:35,-111.77,Withdrawal,"VIOC 090011 QUEEN CREEK, AZ, US"
2025-01-09,20:26:55,-7.05,Withdrawal,"SANTAN VI 2218 E WILLI GILBERT, AZ, US"
2025-01-09,18:34:30,-22.95,Withdrawal,"SHELL SERVICE S MESA, AZ, US"
2025-01-09,18:05:17,500.00,Deposit,Zelle payment from PEGGY CORNWELL to Chad E Cornwell (Ally Spending Account XXXXXX5022)
2025-01-09,13:23:21,-20.78,Withdrawal,"MCDONALD'S F32321 20735 E MAYA RD queen creek, AZ, US"
2025-01-07,20:21:09,-37.67,Withdrawal,"QT 474 INSIDE 22185 S QUEEN CREEK, AZ, US"
2025-01-07,17:49:37,-50.00,Withdrawal,SRP ECHXPWR-S1
2025-01-07,12:52:51,-1.07,Withdrawal,"Audible*ZP0DP38A1 1 WASHINGTON PARK 16TH Amzn.com/bill, NJ, US"
2025-01-07,07:56:00,-94.96,Withdrawal,"AFFIRM   PAY QWGT0L9E SAN FRANCISCO, CA, US"
2025-01-07,03:50:41,-437.00,Withdrawal,AMEX EPAYMENT ACH PMT
2025-01-06,12:45:03,130.11,Deposit,FID BKG SVC LLC MONEYLINE
2025-01-06,12:03:48,6.50,Deposit,"HOMEGOODS #0756 21351 S ELLSWORTH LOOP QUEEN CREEK, AZ, US"
2025-01-06,09:23:40,-44.11,Withdrawal,"AFFIRM   PAY Z6IAR99I SAN FRANCISCO, CA, US"
2025-01-06,08:03:45,-80.04,Withdrawal,"WALMART.COM 8009256278 702 SW 8TH ST BENTONVILLE, AR, US"
2025-01-06,04:44:59,25.00,Deposit,VENMO CASHOUT
2025-01-05,20:22:31,500.00,Deposit,Zelle payment from PEGGY CORNWELL to Chad E Cornwell (Ally Spending Account XXXXXX5022)
2025-01-04,22:18:26,-3.40,Withdrawal,"CIRCLE K 08593 21895 S QUEEN CREEK, AZ, US"
2025-01-04,19:04:28,-12.91,Withdrawal,"SAN TAN ACE HARDWARE 4 SAN TAN VALLE, AZ, US"
2025-01-04,16:50:36,-30.37,Withdrawal,"COSTCO GAS #162 QUEEN CREEK, AZ, US"
2025-01-04,15:49:02,90.91,Deposit,Internet transfer from Savings account XXXXXX5011
2025-01-04,15:48:16,100.59,Deposit,Internet transfer from Savings account XXXXXX3244
2025-01-04,11:17:03,75.92,Deposit,"ABERCROMBIE & FITCH #0 3499 W CHANDLER BLVD CHANDLER, AZ, US"
2025-01-03,10:57:14,-31.00,Withdrawal,"HARKINS QUEEN CREEK, L 20481 E RITTENHOUSE RD QUEEN CREEK, AZ, US"
2025-01-02,11:50:01,-125.10,Withdrawal,"OSAKA 6730 EAST SUPERSTITION MESA, AZ, US"
2025-01-02,03:16:49,-23.00,Withdrawal,"STM - SPORTSBOOK BAR 7101 S. Gilbert Rd. CHANDLER, AZ, US"
2025-01-01,21:59:42,23.87,Deposit,"AMAZON.COM SEATTLE, WA, US"
2025-01-01,21:48:19,32.55,Deposit,"AMAZON.COM SEATTLE, WA, US"
2025-01-01,21:46:40,17.35,Deposit,"AMAZON.COM SEATTLE, WA, US"
2025-01-01,19:54:52,-2.44,Withdrawal,"TARGET T- 21398 S Ells Queen Creek, AZ, US"
2025-01-01,19:53:30,-90.66,Withdrawal,"TARGET T- 21398 S Ells Queen Creek, AZ, US"
2025-01-01,12:11:53,-29.29,Withdrawal,"PAYPAL *CDKEYS COM 7700 EASTPORT PARKWAY 4029357733, CA, US"
2025-01-01,10:19:16,-2.78,Withdrawal,"MCDONALD'S F35558 6324 S HIGHLEY RD GILBERT, AZ, US"
2025-01-01,03:05:34,-18.00,Withdrawal,"TST*POWER RANCH GOLF C 4415 E. Village Parkway Gilbert, AZ, US"
2025-01-01,03:02:51,-95.00,Withdrawal,"9790 MOUNTAINSIDE FITN 2655 W CAREFREE HWY PHOENIX, AZ, US"
2025-01-01,03:02:43,-7.20,Withdrawal,"TST*POWER RANCH GOLF C 4415 E. Village Parkway Gilbert, AZ, US"
2025-01-01,01:33:38,100.00,Deposit,Overdraft Transfer from Savings Account XXXXXX5011
